adamlink_uri;preflabel;wikidata;bag_uri;since_min;since_max;until_min;until_max
https://adamlink.nl/geo/street/ceramplein/731;Ceramplein;http://www.wikidata.org/entity/Q18985371;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003093;1924;1924;0;0
https://adamlink.nl/geo/street/cesare-beccariastraat/9421;"Cesare Beccariastraat";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300012500562;2022;2022;0;0
https://adamlink.nl/geo/street/chaloen/732;Chaloen;http://www.wikidata.org/entity/Q18985707;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003094;1959;1959;0;0
https://adamlink.nl/geo/street/changiweg/733;Changiweg;http://www.wikidata.org/entity/Q18985758;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001656;1989;1989;0;0
https://adamlink.nl/geo/street/charles-boissevainstraat/734;"Charles Boissevainstraat";http://www.wikidata.org/entity/Q18985800;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003095;1959;1959;0;0
https://adamlink.nl/geo/street/charles-leickertstraat/735;"Charles Leickertstraat";http://www.wikidata.org/entity/Q18985842;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003096;1957;1957;0;0
https://adamlink.nl/geo/street/charlie-parkerstraat/736;"Charlie Parkerstraat";http://www.wikidata.org/entity/Q18985945;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001242;1990;1990;0;0
https://adamlink.nl/geo/street/charlotte-brontestraat/737;"Charlotte Brontéstraat";http://www.wikidata.org/entity/Q18985961;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005680;1982;1982;0;0
https://adamlink.nl/geo/street/charlotte-cooperpad/738;"Charlotte Cooperpad";http://www.wikidata.org/entity/Q18985964;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001274;1994;1994;0;0
https://adamlink.nl/geo/street/charlotte-de-bourbonstraat/739;"Charlotte de Bourbonstraat";http://www.wikidata.org/entity/Q18986010;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003097;1936;1936;0;0
https://adamlink.nl/geo/street/chassestraat/740;Chasséstraat;http://www.wikidata.org/entity/Q2417986;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003098;1922;1922;0;0
https://adamlink.nl/geo/street/chestertonlaan/741;Chestertonlaan;http://www.wikidata.org/entity/Q18986190;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005681;1982;1982;0;0
https://adamlink.nl/geo/street/chet-bakerstraat/742;"Chet Bakerstraat";http://www.wikidata.org/entity/Q18986198;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001235;1990;1990;0;0
https://adamlink.nl/geo/street/chico-mendesstraat/743;"Chico Mendesstraat";http://www.wikidata.org/entity/Q18986231;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000989;2001;2001;0;0
https://adamlink.nl/geo/street/chirurgijnsweg/8918;Chirurgijnsweg;http://www.wikidata.org/entity/Q18979315;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000040;1983;1983;0;0
https://adamlink.nl/geo/street/chocoladeweg/8919;Chocoladeweg;http://www.wikidata.org/entity/Q116372960;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000285;1991;1991;0;0
https://adamlink.nl/geo/street/chopinstraat/744;Chopinstraat;http://www.wikidata.org/entity/Q18979434;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003099;1927;1927;0;0
https://adamlink.nl/geo/street/chris-lebeaustraat/745;"Chris Lebeaustraat";http://www.wikidata.org/entity/Q18979587;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001628;1989;1989;0;0
https://adamlink.nl/geo/street/christiaan-bruningsstraat/746;"Christiaan Brüningsstraat";http://www.wikidata.org/entity/Q18979610;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003100;1955;1955;0;0
https://adamlink.nl/geo/street/christiaan-de-wetstraat/747;"Christiaan de Wetstraat";http://www.wikidata.org/entity/Q18979621;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003101;1904;1904;0;0
https://adamlink.nl/geo/street/christiaan-huygensplein/748;"Christiaan Huygensplein";http://www.wikidata.org/entity/Q18979662;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003102;1953;1953;0;0
https://adamlink.nl/geo/street/christiaan-snouck-hurgronjehof/749;"Christiaan Snouck Hurgronjehof";http://www.wikidata.org/entity/Q18979751;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003103;1955;1955;0;0
https://adamlink.nl/geo/street/christian-neefestraat/6401;"Christian Neefestraat";Q52320572;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006048;2008;2008;0;0
https://adamlink.nl/geo/street/christine-poolmanhof/750;"Christine Poolmanhof";http://www.wikidata.org/entity/Q18979941;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003104;1955;1955;0;0
https://adamlink.nl/geo/street/christine-stoetzhof/751;"Christine Stoetzhof";http://www.wikidata.org/entity/Q18979943;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003105;1955;1955;0;0
https://adamlink.nl/geo/street/christoffel-plantijngracht/752;"Christoffel Plantijngracht";http://www.wikidata.org/entity/Q18979969;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005542;1987;1987;0;0
https://adamlink.nl/geo/street/christoffel-plantijnpad/753;"Christoffel Plantijnpad";http://www.wikidata.org/entity/Q2388609;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003106;1955;1955;0;0
https://adamlink.nl/geo/street/christoffelkruidstraat/754;Christoffelkruidstraat;Q116558824;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000006056;2014;2014;0;0
https://adamlink.nl/geo/street/chrysantenstraat/755;Chrysantenstraat;http://www.wikidata.org/entity/Q18980048;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003107;1947;1947;0;0
https://adamlink.nl/geo/street/churchilllaan/756;Churchilllaan;http://www.wikidata.org/entity/Q1864462;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003108;1922;1922;0;0
https://adamlink.nl/geo/street/cilinderstraat/6656;Cilinderstraat;;;1963;1963;2000;2014
https://adamlink.nl/geo/street/cilliersstraat/759;Cilliersstraat;http://www.wikidata.org/entity/Q18980345;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003110;1904;1904;0;0
https://adamlink.nl/geo/street/cineackade/760;Cineackade;Q116558479;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000904;2001;2001;0;0
https://adamlink.nl/geo/street/circusplein/761;Circusplein;http://www.wikidata.org/entity/Q18980418;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001608;1988;1988;0;0
https://adamlink.nl/geo/street/cissy-van-marxveldtstraat/762;"Cissy van Marxveldtstraat";http://www.wikidata.org/entity/Q18980441;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001715;1988;1988;0;0
https://adamlink.nl/geo/street/citroenenstraat/763;Citroenenstraat;http://www.wikidata.org/entity/Q18980519;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003111;1951;1951;0;0
https://adamlink.nl/geo/street/claes-claeszhofje/6655;"Claes Claeszhofje";;;0;0;0;0
https://adamlink.nl/geo/street/claes-dellsteeg/8920;"Claes Dellsteeg";http://www.wikidata.org/entity/Q18980642;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000044;1906;1906;0;0
https://adamlink.nl/geo/street/claes-reinierszhofje/767;"Claes Reinierszhofje";;;1618;1618;0;0
https://adamlink.nl/geo/street/claes-scickerssteeg/6166;"Claes Scickerssteeg";;;0;0;0;0
https://adamlink.nl/geo/street/clara-bartonstraat/768;"Clara Bartonstraat";http://www.wikidata.org/entity/Q18980690;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003112;1967;1967;0;0
https://adamlink.nl/geo/street/clara-meyerwichmannstraat/769;"Clara Meyer-Wichmannstraat";http://www.wikidata.org/entity/Q18980708;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001554;1989;1989;0;0
https://adamlink.nl/geo/street/clara-schumannstraat/6402;"Clara Schumannstraat";http://www.wikidata.org/entity/Q108738018;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951263;2015;2015;0;0
https://adamlink.nl/geo/street/clara-zetkinstraat/770;"Clara Zetkinstraat";http://www.wikidata.org/entity/Q18980751;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001459;1996;1996;0;0
https://adamlink.nl/geo/street/claude-debussylaan/771;"Claude Debussylaan";http://www.wikidata.org/entity/Q18980854;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000878;2002;2002;0;0
https://adamlink.nl/geo/street/claus-van-amsbergstraat/772;"Claus van Amsbergstraat";http://www.wikidata.org/entity/Q18980900;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000887;2003;2003;0;0
https://adamlink.nl/geo/street/clauskindereweg/773;Clauskindereweg;http://www.wikidata.org/entity/Q18980913;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003113;1960;1960;0;0
https://adamlink.nl/geo/street/clematisstraat/774;Clematisstraat;http://www.wikidata.org/entity/Q18981071;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003114;1922;1922;0;0
https://adamlink.nl/geo/street/cliffordstraat/775;Cliffordstraat;http://www.wikidata.org/entity/Q18981201;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003115;1898;1898;0;0
https://adamlink.nl/geo/street/cliostraat/776;Cliostraat;http://www.wikidata.org/entity/Q18981240;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003116;1927;1927;0;0
https://adamlink.nl/geo/street/cliviastraat/8179;Cliviastraat;;;1917;1917;1929;1929
https://adamlink.nl/geo/street/coenhavenweg/778;Coenhavenweg;http://www.wikidata.org/entity/Q18981542;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003117;1948;1948;0;0
https://adamlink.nl/geo/street/coentunnel/779;Coentunnel;;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001966;1967;1967;0;0
https://adamlink.nl/geo/street/coentunnelcircuit/780;Coentunnelcircuit;Q52320655;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001967;1967;1967;0;0
https://adamlink.nl/geo/street/coentunnelweg/781;Coentunnelweg;Q116558659;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001968;1967;1967;0;0
https://adamlink.nl/geo/street/koffer-de-moorsgang/7031;"Coffer de Moors Gang";;;0;0;0;0
https://adamlink.nl/geo/street/coffijboomstraat/5310;Coffijboomstraat;http://www.wikidata.org/entity/Q18981600;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002191;2004;2004;0;0
https://adamlink.nl/geo/street/cola-debrotstraat/9265;"Cola Debrotstraat";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011952040;2019;2019;0;0
https://adamlink.nl/geo/street/colenbranderhof/782;Colenbranderhof;http://www.wikidata.org/entity/Q18981652;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003118;1957;1957;0;0
https://adamlink.nl/geo/street/colensostraat/783;Colensostraat;http://www.wikidata.org/entity/Q18981673;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003119;1921;1921;0;0
https://adamlink.nl/geo/street/colettestraat/9394;Colettestraat;;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300012500530;2022;2022;0;0
https://adamlink.nl/geo/street/colimastraat/784;Colimastraat;Q116558488;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000957;2002;2002;0;0
https://adamlink.nl/geo/street/colnot-en-poonshof/785;"Colnot en Poonshof";http://www.wikidata.org/entity/Q18981872;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003120;1959;1959;0;0
https://adamlink.nl/geo/street/columbusplein/787;Columbusplein;http://www.wikidata.org/entity/Q18981940;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003121;1922;1922;0;0
https://adamlink.nl/geo/street/columbusstraat/788;Columbusstraat;http://www.wikidata.org/entity/Q18981948;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003122;1922;1922;0;0
https://adamlink.nl/geo/street/comeniusstraat/789;Comeniusstraat;http://www.wikidata.org/entity/Q18982013;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003123;1955;1955;0;0
https://adamlink.nl/geo/street/commelinstraat/790;Commelinstraat;http://www.wikidata.org/entity/Q18982113;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003124;1876;1876;0;0
https://adamlink.nl/geo/street/communicatieweg/6018;Communicatieweg;;;0;0;0;0
https://adamlink.nl/geo/street/compagniestraat/791;Compagniestraat;http://www.wikidata.org/entity/Q18982198;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005805;1984;1984;0;0
https://adamlink.nl/geo/street/compressorstraat/792;Compressorstraat;;;1963;1963;2000;2014
https://adamlink.nl/geo/street/computerweg/793;Computerweg;http://www.wikidata.org/entity/Q18982275;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001138;1998;1998;0;0
https://adamlink.nl/geo/street/conakryweg/794;Conakryweg;Q116558500;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001078;2017;2017;0;0
https://adamlink.nl/geo/street/concertgebouwplein/795;Concertgebouwplein;Q2939174;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005660;1893;1893;0;0
https://adamlink.nl/geo/street/condensatorweg/796;Condensatorweg;http://www.wikidata.org/entity/Q18982355;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003126;1963;1963;0;0
https://adamlink.nl/geo/street/confuciusplein/797;Confuciusplein;Q2400202;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003127;1956;1956;0;0
https://adamlink.nl/geo/street/conny-stuartstraat/6403;"Conny Stuartstraat";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951301;2017;2017;0;0
https://adamlink.nl/geo/street/conradstraat/798;Conradstraat;http://www.wikidata.org/entity/Q2507438;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003128;1878;1878;0;0
https://adamlink.nl/geo/street/contactweg/799;Contactweg;http://www.wikidata.org/entity/Q18982807;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003129;1957;1957;0;0
https://adamlink.nl/geo/street/cooperatiehof/800;Coöperatiehof;Q18982942;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003130;1927;1927;0;0
https://adamlink.nl/geo/street/coornhertstraat/801;Coornhertstraat;http://www.wikidata.org/entity/Q18982979;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003131;1953;1953;0;0
https://adamlink.nl/geo/street/copernicusstraat/802;Copernicusstraat;http://www.wikidata.org/entity/Q18983086;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003132;1924;1924;0;0
https://adamlink.nl/geo/street/coppelstockstraat/803;Coppelstockstraat;http://www.wikidata.org/entity/Q18983136;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003133;1923;1923;0;0
https://adamlink.nl/geo/street/cor-hermusstraat/804;"Cor Hermusstraat";http://www.wikidata.org/entity/Q18983187;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003134;1955;1955;0;0
https://adamlink.nl/geo/street/cor-ruyshof/805;"Cor Ruyshof";http://www.wikidata.org/entity/Q18983205;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003135;1955;1955;0;0
https://adamlink.nl/geo/street/cor-van-weelehof/806;"Cor van Weelehof";http://www.wikidata.org/entity/Q18983225;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000911;2001;2001;0;0
https://adamlink.nl/geo/street/corantijnstraat/807;Corantijnstraat;http://www.wikidata.org/entity/Q18983241;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003136;1922;1922;0;0
https://adamlink.nl/geo/street/corellistraat/808;Corellistraat;http://www.wikidata.org/entity/Q18983297;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003137;1927;1927;0;0
https://adamlink.nl/geo/street/corfuplantsoen/809;Corfuplantsoen;Q116558489;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000000975;2000;2000;0;0
https://adamlink.nl/geo/street/cornelis-aarnoutsstraat/810;"Cornelis Aarnoutsstraat";http://www.wikidata.org/entity/Q18983445;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005811;1984;1984;0;0
https://adamlink.nl/geo/street/cornelis-anthoniszstraat/811;"Cornelis Anthoniszstraat";http://www.wikidata.org/entity/Q18983450;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003138;1897;1897;0;0
https://adamlink.nl/geo/street/cornelis-de-grootpad/812;"Cornelis de Grootpad";http://www.wikidata.org/entity/Q18983516;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003139;1953;1953;0;0
https://adamlink.nl/geo/street/cornelis-de-rooijpad/813;"Cornelis de Rooijpad";Q52320719;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001969;1952;1952;0;0
https://adamlink.nl/geo/street/cornelis-dijksterhuisstraat/814;"Cornelis Dijksterhuisstraat";http://www.wikidata.org/entity/Q18983577;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001640;1989;1989;0;0
https://adamlink.nl/geo/street/cornelis-dirkszstraat/815;"Cornelis Dirkszstraat";http://www.wikidata.org/entity/Q18983585;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003140;1931;1931;0;0
https://adamlink.nl/geo/street/cornelis-dopperkade/816;"Cornelis Dopperkade";http://www.wikidata.org/entity/Q18983597;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003141;1955;1955;0;0
https://adamlink.nl/geo/street/cornelis-douwesweg/818;"Cornelis Douwesweg";http://www.wikidata.org/entity/Q18983620;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003142;1923;1923;0;0
https://adamlink.nl/geo/street/cornelis-drebbelstraat/819;"Cornelis Drebbelstraat";http://www.wikidata.org/entity/Q18983623;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003143;1900;1910;0;0
https://adamlink.nl/geo/street/cornelis-krusemanstraat/820;"Cornelis Krusemanstraat";http://www.wikidata.org/entity/Q2278914;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003144;1917;1917;0;0
https://adamlink.nl/geo/street/cornelis-lelylaan/821;"Cornelis Lelylaan";http://www.wikidata.org/entity/Q2187762;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003145;1955;1955;0;0
https://adamlink.nl/geo/street/cornelis-lelyplein/5356;"Cornelis Lelyplein";http://www.wikidata.org/entity/Q14519540;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011831076;2011;2011;0;0
https://adamlink.nl/geo/street/cornelis-outshoornstraat/822;"Cornelis Outshoornstraat";http://www.wikidata.org/entity/Q18983823;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003146;1955;1955;0;0
https://adamlink.nl/geo/street/cornelis-roobolstraat/823;"Cornelis Roobolstraat";http://www.wikidata.org/entity/Q18983858;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003147;1955;1955;0;0
https://adamlink.nl/geo/street/cornelis-roosstraat/824;"Cornelis Roosstraat";http://www.wikidata.org/entity/Q18983864;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003148;1958;1958;0;0
https://adamlink.nl/geo/street/cornelis-schuurmanhof/825;"Cornelis Schuurmanhof";http://www.wikidata.org/entity/Q18983873;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000005819;1984;1984;0;0
https://adamlink.nl/geo/street/cornelis-schuytstraat/826;"Cornelis Schuytstraat";http://www.wikidata.org/entity/Q2688738;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003149;1897;1897;0;0
https://adamlink.nl/geo/street/cornelis-sorgdragerstraat/827;"Cornelis Sorgdragerstraat";http://www.wikidata.org/entity/Q18983891;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003150;1958;1958;0;0
https://adamlink.nl/geo/street/cornelis-springerstraat/828;"Cornelis Springerstraat";http://www.wikidata.org/entity/Q18983903;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003151;1927;1927;0;0
https://adamlink.nl/geo/street/cornelis-troostplein/829;"Cornelis Troostplein";http://www.wikidata.org/entity/Q18983940;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003152;1917;1917;0;0
https://adamlink.nl/geo/street/cornelis-trooststraat/830;"Cornelis Trooststraat";http://www.wikidata.org/entity/Q18983945;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003153;1904;1904;0;0
https://adamlink.nl/geo/street/cornelis-van-alkemadestraat/831;"Cornelis van Alkemadestraat";http://www.wikidata.org/entity/Q18983961;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003154;1955;1955;0;0
https://adamlink.nl/geo/street/cornelis-van-der-lindenstraat/832;"Cornelis van der Lindenstraat";http://www.wikidata.org/entity/Q18983982;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003155;1921;1921;0;0
https://adamlink.nl/geo/street/cornelis-van-rijplantsoen/833;"Cornelis van Rijplantsoen";http://www.wikidata.org/entity/Q18984014;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001358;1994;1994;0;0
https://adamlink.nl/geo/street/cornelis-van-vollenhovenstraat/834;"Cornelis van Vollenhovenstraat";http://www.wikidata.org/entity/Q18984027;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003156;1958;1958;0;0
https://adamlink.nl/geo/street/cornelis-vermuydenstraat/6404;"Cornelis Vermuydenstraat";http://www.wikidata.org/entity/Q30184166;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011951188;2014;2014;0;0
https://adamlink.nl/geo/street/cornelis-vriendtstraat/835;"Cornelis Vriendtstraat";http://www.wikidata.org/entity/Q18984055;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003157;1955;1955;0;0
https://adamlink.nl/geo/street/cornelis-zillesenlaan/836;"Cornelis Zillesenlaan";http://www.wikidata.org/entity/Q18984066;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000002035;2005;2005;0;0
https://adamlink.nl/geo/street/coronelstraat/837;Coronelstraat;http://www.wikidata.org/entity/Q18984157;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003158;1953;1953;0;0
https://adamlink.nl/geo/street/corrie-hartongkade/9378;"Corrie Hartongkade";;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011952237;2022;2022;0;0
https://adamlink.nl/geo/street/corsicaweg/838;Corsicaweg;http://www.wikidata.org/entity/Q18984221;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003159;1966;1966;0;0
https://adamlink.nl/geo/street/cort-van-der-lindenkade/839;"Cort van der Lindenkade";http://www.wikidata.org/entity/Q18984237;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003160;1953;1953;0;0
https://adamlink.nl/geo/street/corteinspad/6982;Corteinspad;;;1500;1600;1612;1620
https://adamlink.nl/geo/street/cortenbach/840;Cortenbach;http://www.wikidata.org/entity/Q18984368;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003161;1959;1959;0;0
https://adamlink.nl/geo/street/corversbosstraat/841;Corversbosstraat;http://www.wikidata.org/entity/Q18984437;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003162;1963;1963;0;0
https://adamlink.nl/geo/street/cosmariumstraat/843;Cosmariumstraat;http://www.wikidata.org/entity/Q18984465;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003163;1956;1956;0;0
https://adamlink.nl/geo/street/couhornerhoek/844;Couhornerhoek;http://www.wikidata.org/entity/Q18984588;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001532;1993;1993;0;0
https://adamlink.nl/geo/street/count-basiestraat/845;"Count Basiestraat";http://www.wikidata.org/entity/Q18984618;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000001236;1990;1990;0;0
https://adamlink.nl/geo/street/courbetstraat/846;Courbetstraat;http://www.wikidata.org/entity/Q18984702;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003164;1929;1929;0;0
https://adamlink.nl/geo/street/courtine/8921;Courtine;http://www.wikidata.org/entity/Q18984717;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000042;1980;1980;0;0
https://adamlink.nl/geo/street/crabschuytstraat/5357;Crabschuytstraat;http://www.wikidata.org/entity/Q18984839;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300011290588;1973;1973;0;0
https://adamlink.nl/geo/street/crackstate/848;Crack-State;http://www.wikidata.org/entity/Q18984843;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003165;1961;1961;0;0
https://adamlink.nl/geo/street/crocusstraat/8180;Crocusstraat;;;1917;1917;1929;1929
https://adamlink.nl/geo/street/cromme-camp/849;"Cromme Camp";http://www.wikidata.org/entity/Q18985290;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003166;1958;1958;0;0
https://adamlink.nl/geo/street/cronenburg/850;Cronenburg;http://www.wikidata.org/entity/Q18985343;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003167;1960;1960;0;0
https://adamlink.nl/geo/street/cronenburghlaan/8922;Cronenburghlaan;http://www.wikidata.org/entity/Q116372976;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0457300000000304;2020;2020;0;0
https://adamlink.nl/geo/street/cronjestraat/851;Cronjéstraat;http://www.wikidata.org/entity/Q18985370;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003168;1912;1912;0;0
https://adamlink.nl/geo/street/cruquiuskade/852;Cruquiuskade;http://www.wikidata.org/entity/Q18985550;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003169;1939;1939;0;0
https://adamlink.nl/geo/street/cruquiusstraat/853;Cruquiusstraat;http://www.wikidata.org/entity/Q18985560;http://bag.basisregistraties.overheid.nl/bag/id/openbare-ruimte/0363300000003170;1878;1878;0;0
